mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.47,"11 km NW of Anza, CA",1725943962170,1725978543648,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729551&format=geojson,,,,,reviewed,0,3,ci,40729551,",ci40729551,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.04424,0.12,59.0,ml,earthquake,"M 0.5 - 11 km NW of Anza, CA"
1.6,"33 km NW of Petersville, Alaska",1725943541477,1725943703199,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo55m9v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo55m9v&format=geojson,,,,,automatic,0,39,ak,024bo55m9v,",ak024bo55m9v,",",ak,",",origin,phase-data,",,,0.78,,ml,earthquake,"M 1.6 - 33 km NW of Petersville, Alaska"
1.3,"8 km NNE of Banning, CA",1725943168630,1725978596050,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729543,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729543&format=geojson,,,,,reviewed,0,26,ci,40729543,",ci40729543,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",57.0,0.05577,0.16,40.0,ml,earthquake,"M 1.3 - 8 km NNE of Banning, CA"
1.72000003,"13 km NE of Pāhala, Hawaii",1725943029000,1725943123710,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74449167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74449167&format=geojson,,,,,automatic,0,46,hv,74449167,",hv74449167,",",hv,",",origin,phase-data,",46.0,0.04007,0.129999995,120.0,md,earthquake,"M 1.7 - 13 km NE of Pāhala, Hawaii"
1.8,"42 km NE of Susitna North, Alaska",1725943005499,1725943111092,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo53p51,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo53p51&format=geojson,,,,,automatic,0,50,ak,024bo53p51,",ak024bo53p51,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 1.8 - 42 km NE of Susitna North, Alaska"
1.3,"49 km NNW of Valdez, Alaska",1725942590996,1725942711699,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo527jv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo527jv&format=geojson,,,,,automatic,0,26,ak,024bo527jv,",ak024bo527jv,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.3 - 49 km NNW of Valdez, Alaska"
0.83,"12 km SSE of Corona, CA",1725942487170,1725986192621,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729535&format=geojson,,,,,reviewed,0,11,ci,40729535,",ci40729535,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.06515,0.1,85.0,ml,earthquake,"M 0.8 - 12 km SSE of Corona, CA"
4.6,"75 km SSW of Kokopo, Papua New Guinea",1725942373867,1726006376040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nqti,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nqti&format=geojson,,,,,reviewed,0,326,us,6000nqti,",us6000nqti,",",us,",",origin,phase-data,",53.0,6.558,0.59,124.0,mb,earthquake,"M 4.6 - 75 km SSW of Kokopo, Papua New Guinea"
0.4,"86 km SE of King Salmon, Alaska",1725942337455,1726025562350,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo51bn5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo51bn5&format=geojson,,,,,automatic,0,2,ak,024bo51bn5,",av93258518,ak024bo51bn5,",",av,ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 0.4 - 86 km SE of King Salmon, Alaska"
0.67,"14 km ESE of Anza, CA",1725942007870,1725978599930,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729519,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729519&format=geojson,,,,,reviewed,0,7,ci,40729519,",ci40729519,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.05223,0.16,51.0,ml,earthquake,"M 0.7 - 14 km ESE of Anza, CA"
0.8,"4 km NNE of Ester, Alaska",1725941951934,1725942056786,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo4zzdl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo4zzdl&format=geojson,,,,,automatic,0,10,ak,024bo4zzdl,",ak024bo4zzdl,",",ak,",",origin,phase-data,",,,0.25,,ml,earthquake,"M 0.8 - 4 km NNE of Ester, Alaska"
0.7,"8 km WSW of Markleeville, California",1725941946510,1725977834911,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884489,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884489&format=geojson,,,,,reviewed,0,8,nn,00884489,",nn00884489,",",nn,",",origin,phase-data,",7.0,0.074,0.061,115.1,ml,earthquake,"M 0.7 - 8 km WSW of Markleeville, California"
4.8,"55 km ENE of Wainui, New Zealand",1725941873367,1725944688932,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nqtf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nqtf&format=geojson,2.0,4.1,,,reviewed,0,355,us,6000nqtf,",us6000nqtf,",",us,",",dyfi,origin,phase-data,",29.0,0.932,0.78,119.0,mb,earthquake,"M 4.8 - 55 km ENE of Wainui, New Zealand"
1.0,"5 km SSE of Banning, CA",1725941359130,1726000681168,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729511&format=geojson,,,,,reviewed,0,15,ci,40729511,",ci40729511,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.06852,0.16,56.0,ml,earthquake,"M 1.0 - 5 km SSE of Banning, CA"
1.3,"48 km SSE of Denali National Park, Alaska",1725941306520,1725941465707,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo4xnmk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo4xnmk&format=geojson,,,,,automatic,0,26,ak,024bo4xnmk,",ak024bo4xnmk,",",ak,",",origin,phase-data,",,,0.74,,ml,earthquake,"M 1.3 - 48 km SSE of Denali National Park, Alaska"
0.96,"20 km E of Little Lake, CA",1725940743600,1725978589206,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729503,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729503&format=geojson,,,,,reviewed,0,14,ci,40729503,",ci40729503,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.02463,0.13,85.0,ml,earthquake,"M 1.0 - 20 km E of Little Lake, CA"
0.77,"71 km WSW of Nikolski, Alaska",1725940719460,1726023335560,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258493,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258493&format=geojson,,,,,reviewed,0,9,av,93258493,",av93258493,",",av,",",origin,phase-data,",4.0,0.03082,0.06,229.0,ml,earthquake,"M 0.8 - 71 km WSW of Nikolski, Alaska"
3.44,"61 km NW of San Antonio, Puerto Rico",1725940582760,1725941458330,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71459593,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71459593&format=geojson,,,,,reviewed,0,182,pr,71459593,",pr71459593,",",pr,",",origin,phase-data,",8.0,0.8008,0.29,320.0,md,earthquake,"M 3.4 - 61 km NW of San Antonio, Puerto Rico"
0.22,"39 km ENE of Adak, Alaska",1725940541260,1726022972740,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258488,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258488&format=geojson,,,,,reviewed,0,1,av,93258488,",av93258488,",",av,",",origin,phase-data,",5.0,0.01651,0.2,153.0,ml,earthquake,"M 0.2 - 39 km ENE of Adak, Alaska"
1.09,"5 km WNW of Cobb, CA",1725940430180,1725942736089,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059871&format=geojson,,,,,automatic,0,18,nc,75059871,",nc75059871,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.01121,0.02,51.0,md,earthquake,"M 1.1 - 5 km WNW of Cobb, CA"
1.51,"9 km NNW of Redwood Valley, CA",1725940354710,1726097183798,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059866&format=geojson,,,,,reviewed,0,35,nc,75059866,",nc75059866,",",nc,",",nearby-cities,origin,phase-data,",29.0,0.05026,0.07,39.0,md,earthquake,"M 1.5 - 9 km NNW of Redwood Valley, CA"
1.95000005,"1 km NE of Pāhala, Hawaii",1725940211810,1725940315110,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74449117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74449117&format=geojson,,,,,automatic,0,59,hv,74449117,",hv74449117,",",hv,",",origin,phase-data,",37.0,0.04435,0.150000006,101.0,md,earthquake,"M 2.0 - 1 km NE of Pāhala, Hawaii"
1.4,"45 km W of Anchor Point, Alaska",1725939976621,1725940088963,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo4kcgu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo4kcgu&format=geojson,,,,,automatic,0,30,ak,024bo4kcgu,",ak024bo4kcgu,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 1.4 - 45 km W of Anchor Point, Alaska"
0.39,"38 km WSW of False Pass, Alaska",1725939545950,1726012393530,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258473,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258473&format=geojson,,,,,reviewed,0,2,av,93258473,",av93258473,",",av,",",origin,phase-data,",6.0,0.04935,0.23,94.0,ml,earthquake,"M 0.4 - 38 km WSW of False Pass, Alaska"
1.75,"11 km NE of Pāhala, Hawaii",1725939531010,1725939705960,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74449107,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74449107&format=geojson,,,,,automatic,0,47,hv,74449107,",hv74449107,",",hv,",",origin,phase-data,",35.0,0.03578,0.119999997,108.0,md,earthquake,"M 1.8 - 11 km NE of Pāhala, Hawaii"
0.07,"84 km NW of Karluk, Alaska",1725939436640,1726023793610,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258468,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258468&format=geojson,,,,,reviewed,0,0,av,93258468,",av93258468,",",av,",",origin,phase-data,",9.0,0.03234,0.07,98.0,ml,earthquake,"M 0.1 - 84 km NW of Karluk, Alaska"
-0.7,"80 km W of Salamatof, Alaska",1725939323560,1726045147740,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258463,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258463&format=geojson,,,,,reviewed,0,0,av,93258463,",av93258463,",",av,",",origin,phase-data,",4.0,0.04828,0.33,270.0,ml,earthquake,"M -0.7 - 80 km W of Salamatof, Alaska"
0.62,"11 km WNW of Condon, Montana",1725939204610,1726522928000,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90061193,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90061193&format=geojson,,,,,reviewed,0,6,mb,90061193,",mb90061193,",",mb,",",origin,phase-data,",12.0,0.1045,0.13,92.0,ml,earthquake,"M 0.6 - 11 km WNW of Condon, Montana"
0.75,"5 km NW of Lake Henshaw, CA",1725939111950,1725985881619,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729495,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729495&format=geojson,,,,,reviewed,0,9,ci,40729495,",ci40729495,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.04816,0.16,44.0,ml,earthquake,"M 0.8 - 5 km NW of Lake Henshaw, CA"
1.2,"16 km NE of Nikiski, Alaska",1725938873021,1725939033453,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo4gcls,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo4gcls&format=geojson,,,,,automatic,0,22,ak,024bo4gcls,",ak024bo4gcls,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.2 - 16 km NE of Nikiski, Alaska"
0.8,"20 km ESE of Chickaloon, Alaska",1725938592619,1725938727769,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo4feov,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo4feov&format=geojson,,,,,automatic,0,10,ak,024bo4feov,",ak024bo4feov,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 0.8 - 20 km ESE of Chickaloon, Alaska"
-0.4,"41 km WNW of Indian Springs, Nevada",1725938037191,1725977100097,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884486,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884486&format=geojson,,,,,reviewed,0,0,nn,00884486,",nn00884486,",",nn,",",origin,phase-data,",10.0,0.016,0.0615,207.98999999999998,ml,earthquake,"M -0.4 - 41 km WNW of Indian Springs, Nevada"
1.43,"12 km NE of Pāhala, Hawaii",1725937788440,1725999142090,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74449077,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74449077&format=geojson,,,,,reviewed,0,31,hv,74449077,",hv74449077,",",hv,",",origin,phase-data,",26.0,0.037,0.1,126.0,md,earthquake,"M 1.4 - 12 km NE of Pāhala, Hawaii"
0.58,"22 km W of Westley, CA",1725935933320,1725949663963,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059861&format=geojson,,,,,reviewed,0,5,nc,75059861,",nc75059861,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.05782,0.02,95.0,md,earthquake,"M 0.6 - 22 km W of Westley, CA"
1.9,"19 km N of Kellogg, Idaho",1725935546170,1726522897790,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90061068,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90061068&format=geojson,,,,,reviewed,0,56,mb,90061068,",mb90061068,",",mb,",",origin,phase-data,",22.0,0.7011,0.15,85.0,ml,earthquake,"M 1.9 - 19 km N of Kellogg, Idaho"
1.19,"3 km W of Lyman, Washington",1725935272120,1725988991060,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62044846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62044846&format=geojson,,,,,reviewed,0,22,uw,62044846,",uw62044846,",",uw,",",origin,phase-data,",6.0,0.02663,0.04,106.0,ml,earthquake,"M 1.2 - 3 km W of Lyman, Washington"
0.02,"67 km WNW of Tyonek, Alaska",1725934926480,1726022438070,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258373,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258373&format=geojson,,,,,reviewed,0,0,av,93258373,",av93258373,",",av,",",origin,phase-data,",9.0,0.05031,0.09,136.0,ml,earthquake,"M 0.0 - 67 km WNW of Tyonek, Alaska"
-0.27,"67 km WNW of Tyonek, Alaska",1725934862700,1726022225040,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258368&format=geojson,,,,,reviewed,0,0,av,93258368,",av93258368,",",av,",",origin,phase-data,",9.0,0.04951,0.09,136.0,ml,earthquake,"M -0.3 - 67 km WNW of Tyonek, Alaska"
1.79,"27 km N of Pāhala, Hawaii",1725934381460,1725934553950,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74449027,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74449027&format=geojson,,,,,automatic,0,49,hv,74449027,",hv74449027,",",hv,",",origin,phase-data,",45.0,0.05843,0.189999998,47.0,ml,earthquake,"M 1.8 - 27 km N of Pāhala, Hawaii"
1.31,"6 km SE of Orcutt, CA",1725934315880,1725985301817,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729479&format=geojson,,,,,reviewed,0,26,ci,40729479,",ci40729479,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.05454,0.26,82.0,ml,earthquake,"M 1.3 - 6 km SE of Orcutt, CA"
1.9,"30 km E of McKinney Acres, Texas",1725934127784,1725974972944,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rukn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rukn&format=geojson,,,,,reviewed,0,56,tx,2024rukn,",tx2024rukn,",",tx,",",origin,phase-data,",20.0,0.1,0.1,53.0,ml,earthquake,"M 1.9 - 30 km E of McKinney Acres, Texas"
1.4,"87 km W of Adak, Alaska",1725933900700,1726021521750,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258343&format=geojson,,,,,reviewed,0,30,av,93258343,",av93258343,",",av,",",origin,phase-data,",15.0,0.06113,0.17,136.0,ml,earthquake,"M 1.4 - 87 km W of Adak, Alaska"
-0.39,"22 km N of Ivanof Bay, Alaska",1725933722560,1726021134070,,https://earthquake.usgs.gov/earthquakes/eventpage/av93020494,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93020494&format=geojson,,,,,reviewed,0,0,av,93020494,",av93020494,",",av,",",origin,phase-data,",4.0,0.06321,0.12,149.0,ml,earthquake,"M -0.4 - 22 km N of Ivanof Bay, Alaska"
1.05,"1 km E of Esperance, Washington",1725932668740,1725940951490,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62044836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62044836&format=geojson,,,,,reviewed,0,17,uw,62044836,",uw62044836,",",uw,",",origin,phase-data,",12.0,0.1227,0.23,144.0,ml,earthquake,"M 1.1 - 1 km E of Esperance, Washington"
2.46,"122 km W of Adak, Alaska",1725932117740,1726015535610,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258288,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258288&format=geojson,,,,,reviewed,0,93,av,93258288,",av93258288,",",av,",",origin,phase-data,",17.0,0.1616,0.29,167.0,ml,earthquake,"M 2.5 - 122 km W of Adak, Alaska"
4.6,South Sandwich Islands region,1725931656918,1726005547040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nquj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nquj&format=geojson,,,,,reviewed,0,326,us,6000nquj,",us6000nquj,",",us,",",origin,phase-data,",29.0,5.152,0.75,101.0,mb,earthquake,M 4.6 - South Sandwich Islands region
1.96,"8 km ENE of Milpitas, CA",1725931477020,1726178696010,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059856&format=geojson,,,,,reviewed,0,59,nc,75059856,",nc75059856,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",66.0,0.01906,0.08,31.0,md,earthquake,"M 2.0 - 8 km ENE of Milpitas, CA"
0.53,"98 km W of Adak, Alaska",1725931109920,1726015263270,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258248,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258248&format=geojson,,,,,reviewed,0,4,av,93258248,",av93258248,",",av,",",origin,phase-data,",6.0,0.03698,0.16,202.0,ml,earthquake,"M 0.5 - 98 km W of Adak, Alaska"
0.99,"16 km NE of Mineral, CA",1725929932670,1725948639088,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059851,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059851&format=geojson,,,,,reviewed,0,15,nc,75059851,",nc75059851,",",nc,",",nearby-cities,origin,phase-data,",5.0,0.03351,0.03,202.0,md,earthquake,"M 1.0 - 16 km NE of Mineral, CA"
-1.07,"64 km ENE of Pedro Bay, Alaska",1725929694850,1726044984820,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258218,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258218&format=geojson,,,,,reviewed,0,0,av,93258218,",av93258218,",",av,",",origin,phase-data,",5.0,0.01286,0.13,131.0,ml,earthquake,"M -1.1 - 64 km ENE of Pedro Bay, Alaska"
0.05,"16 km NE of Mineral, CA",1725929691490,1725948457920,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059846&format=geojson,,,,,reviewed,0,0,nc,75059846,",nc75059846,",",nc,",",nearby-cities,origin,phase-data,",4.0,0.03404,0.03,220.0,md,earthquake,"M 0.1 - 16 km NE of Mineral, CA"
5.0,south of the Fiji Islands,1725929615263,1725932347040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nqsx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nqsx&format=geojson,,,,,reviewed,0,385,us,6000nqsx,",us6000nqsx,",",us,",",origin,phase-data,",44.0,2.993,0.82,130.0,mb,earthquake,M 5.0 - south of the Fiji Islands
0.1,"58 km NE of Nikolski, Alaska",1725929363110,1726013468230,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258208&format=geojson,,,,,reviewed,0,0,av,93258208,",av93258208,",",av,",",origin,phase-data,",6.0,0.06884,0.41,323.0,ml,earthquake,"M 0.1 - 58 km NE of Nikolski, Alaska"
-0.42,"59 km NE of Nikolski, Alaska",1725928724980,1726014367500,,https://earthquake.usgs.gov/earthquakes/eventpage/av93020479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93020479&format=geojson,,,,,reviewed,0,0,av,93020479,",av93020479,",",av,",",origin,phase-data,",5.0,0.07882,0.33,317.0,ml,earthquake,"M -0.4 - 59 km NE of Nikolski, Alaska"
1.2,"25 km SSE of Skwentna, Alaska",1725928449937,1725928540339,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo2pgjl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo2pgjl&format=geojson,,,,,automatic,0,22,ak,024bo2pgjl,",ak024bo2pgjl,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,"M 1.2 - 25 km SSE of Skwentna, Alaska"
3.43,"9 km NNE of San Juan, Puerto Rico",1725927826150,1725998775197,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71459583,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71459583&format=geojson,1.0,2.0,,,reviewed,0,181,pr,71459583,",pr71459583,",",pr,",",dyfi,origin,phase-data,",12.0,0.4454,0.13,206.0,md,earthquake,"M 3.4 - 9 km NNE of San Juan, Puerto Rico"
0.23,"4 km WNW of Cobb, CA",1725927817880,1726892650261,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059841&format=geojson,,,,,reviewed,0,1,nc,75059841,",nc75059841,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.005676,0.03,127.0,md,earthquake,"M 0.2 - 4 km WNW of Cobb, CA"
0.99,"7 km E of Erin Springs, Oklahoma",1725927762579,1726059994844,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024ruha,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024ruha&format=geojson,,,,,reviewed,0,15,ok,2024ruha,",ok2024ruha,",",ok,",",origin,phase-data,",51.0,0.1097784577,0.46,77.0,ml,earthquake,"M 1.0 - 7 km E of Erin Springs, Oklahoma"
